CSV_VERSION=1.4
#Comment:-do not change matrix position or remove CSV_VERSION:
ID  ,PRODID             ,PARTNAME                   ,BOARDNAME                                    ,SHORTNAME  ,ZYNQFLASHTYP             ,FPGAFLASHTYP                       ,PCB_REV    ,DDR_SIZE ,FLASH_SIZE ,EMMC_SIZE  ,OTHERS           ,NOTES                                          ,DESIGN
1028  ,TE0807-02-4BE21-AK  ,xczu4eg-fbvb900-1-e     ,trenz.biz:te0807_4eg_1e_tebf0808:part0:4.0  ,4eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV02    ,4GB      ,128MB      ,NA         ,NA     ,"with heat sink"                 ,TE0807_SK
1029  ,TE0807-02-7DI21-AK   ,xczu7ev-fbvb900-1-i    ,trenz.biz:te0807_7ev_1i:part0:3.0           ,7ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV02    ,4GB      ,128MB      ,NA         ,NA     ,"with heat sink"                 ,TE0807_TB
1030  ,TE0807-02-7DI21-AK   ,xczu7ev-fbvb900-1-i    ,trenz.biz:te0807_7ev_1i_tebf0808:part0:4.0  ,7ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV02    ,4GB      ,128MB      ,NA         ,NA     ,"with heat sink"                 ,TE0807_SK
1031  ,TE0807-02-5DI21-A   ,xczu5ev-fbvb900-1-i     ,trenz.biz:te0807_5ev_1i:part0:3.0           ,5ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV02    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1032  ,TE0807-02-5DI21-A   ,xczu5ev-fbvb900-1-i     ,trenz.biz:te0807_5ev_1i_tebf0808:part0:4.0  ,5ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV02    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_SK
1033  ,TE0807-02-7NE21-A   ,xczu7ev-fbvb900-3-e     ,trenz.biz:te0807_7ev_3e:part0:3.0           ,7ev_3e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV02    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1034  ,TE0807-02-7NE21-A   ,xczu7ev-fbvb900-3-e     ,trenz.biz:te0807_7ev_3e_tebf0808:part0:4.0  ,7ev_3e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV02    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_SK
1035  ,TE0807-03-5DI21-A   ,xczu5ev-fbvb900-1-i     ,trenz.biz:te0807_5ev_1i:part0:3.0           ,5ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1036  ,TE0807-03-5DI21-A   ,xczu5ev-fbvb900-1-i     ,trenz.biz:te0807_5ev_1i_tebf0808:part0:4.0  ,5ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_SK
1037  ,TE0807-03-7NE21-A   ,xczu7ev-fbvb900-3-e     ,trenz.biz:te0807_7ev_3e:part0:3.0           ,7ev_3e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1038  ,TE0807-03-7NE21-A   ,xczu7ev-fbvb900-3-e     ,trenz.biz:te0807_7ev_3e_tebf0808:part0:4.0  ,7ev_3e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_SK
1039  ,TE0807-03-4AI21-X   ,xczu4cg-fbvb900-1-i     ,trenz.biz:te0807_4cg_1i:part0:3.0           ,4cg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,"U41 replaced with diode"        ,TE0807_TB
1040  ,TE0807-03-4AI21-X   ,xczu4cg-fbvb900-1-i     ,trenz.biz:te0807_4cg_1i_tebf0808:part0:4.0  ,4cg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,"U41 replaced with diode"        ,TE0807_SK
1041  ,TE0807-03-4AI21-A   ,xczu4cg-fbvb900-1-i     ,trenz.biz:te0807_4cg_1i:part0:3.0           ,4cg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1042  ,TE0807-03-4AI21-A   ,xczu4cg-fbvb900-1-i     ,trenz.biz:te0807_4cg_1i_tebf0808:part0:4.0  ,4cg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_SK
1043  ,TE0807-03-4AI21-C   ,xczu4cg-fbvb900-1-i     ,trenz.biz:te0807_4cg_1i:part0:3.0           ,4cg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,"without encryption"             ,TE0807_TB
1044  ,TE0807-03-4AI21-C   ,xczu4cg-fbvb900-1-i     ,trenz.biz:te0807_4cg_1i_tebf0808:part0:4.0  ,4cg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,"without encryption"             ,TE0807_SK
1045  ,TE0807-03-4BE21-A   ,xczu4eg-fbvb900-1-e     ,trenz.biz:te0807_4eg_1e:part0:3.0           ,4eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1046  ,TE0807-03-4BE21-A   ,xczu4eg-fbvb900-1-e     ,trenz.biz:te0807_4eg_1e_tebf0808:part0:4.0  ,4eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_SK
1047  ,TE0807-03-5AI21-A   ,xczu5cg-fbvb900-1-i     ,trenz.biz:te0807_5cg_1i:part0:3.0           ,5cg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1048  ,TE0807-03-5AI21-A   ,xczu5cg-fbvb900-1-i     ,trenz.biz:te0807_5cg_1i_tebf0808:part0:4.0  ,5cg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_SK
1049  ,TE0807-03-7AI21-A   ,xczu7cg-fbvb900-1-i     ,trenz.biz:te0807_7cg_1i:part0:3.0           ,7cg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1050  ,TE0807-03-7AI21-A   ,xczu7cg-fbvb900-1-i     ,trenz.biz:te0807_7cg_1i_tebf0808:part0:4.0  ,7cg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_SK
1051  ,TE0807-03-7DE21-A   ,xczu7ev-fbvb900-1-e     ,trenz.biz:te0807_7ev_1e:part0:3.0           ,7ev_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1052  ,TE0807-03-7DE21-A   ,xczu7ev-fbvb900-1-e     ,trenz.biz:te0807_7ev_1e_tebf0808:part0:4.0  ,7ev_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_SK
1053  ,TE0807-03-7DE21-AK  ,xczu7ev-fbvb900-1-e     ,trenz.biz:te0807_7ev_1e:part0:3.0           ,7ev_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,"with heat sink"                 ,TE0807_TB
1054  ,TE0807-03-7DE21-AK  ,xczu7ev-fbvb900-1-e     ,trenz.biz:te0807_7ev_1e_tebf0808:part0:4.0  ,7ev_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,"with heat sink"                 ,TE0807_SK
1055  ,TE0807-03-7DI21-A   ,xczu7ev-fbvb900-1-i     ,trenz.biz:te0807_7ev_1i:part0:3.0           ,7ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1056  ,TE0807-03-7DI21-A   ,xczu7ev-fbvb900-1-i     ,trenz.biz:te0807_7ev_1i_tebf0808:part0:4.0  ,7ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,NA                               ,TE0807_SK
1057  ,TE0807-03-7DI21-C   ,xczu7ev-fbvb900-1-i     ,trenz.biz:te0807_7ev_1i:part0:3.0           ,7ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,"without encryption"             ,TE0807_TB
1058  ,TE0807-03-7DI21-C   ,xczu7ev-fbvb900-1-i     ,trenz.biz:te0807_7ev_1i_tebf0808:part0:4.0  ,7ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel  ,REV03    ,4GB      ,128MB      ,NA         ,NA     ,"without encryption"             ,TE0807_SK
1059  ,TE0807-03-7DI24-A   ,xczu7ev-fbvb900-1-i     ,trenz.biz:te0807_7ev_1i:part0:3.0           ,7ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu02g-qspi-x8-dual_parallel  ,REV03    ,4GB      ,512MB      ,NA         ,NA     ,NA                               ,TE0807_TB
1060  ,TE0807-03-7DI24-A   ,xczu7ev-fbvb900-1-i     ,trenz.biz:te0807_7ev_1i_tebf0808:part0:4.0  ,7ev_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu02g-qspi-x8-dual_parallel  ,REV03    ,4GB      ,512MB      ,NA         ,NA     ,NA                               ,TE0807_SK
2007   ,TE0808-04-09EG-1EA  ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e:part0:1.0           ,9eg_1e_2gb   ,qspi-x8-dual_parallel   ,mt25qu256-qspi-x8-dual_parallel   ,REV04       ,2GB      ,64MB       ,NA         ,NA               ,NA                                     ,TE0808_TB
2008   ,TE0808-04-09EG-1EA  ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e_tebf0808:part0:2.0  ,9eg_1e_2gb   ,qspi-x8-dual_parallel   ,mt25qu256-qspi-x8-dual_parallel   ,REV04       ,2GB      ,64MB       ,NA         ,NA               ,NA                                     ,TE0808_SK
2009   ,TE0808-04-09EG-1EB  ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e:part0:3.0           ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu256-qspi-x8-dual_parallel   ,REV04       ,4GB      ,64MB       ,NA         ,NA               ,NA                                     ,TE0808_TB
2010  ,TE0808-04-09EG-1EB  ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e_tebf0808:part0:4.0  ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu256-qspi-x8-dual_parallel   ,REV04       ,4GB      ,64MB       ,NA         ,NA               ,NA                                     ,TE0808_SK
2011  ,TE0808-04-09EG-1ED  ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e:part0:3.0           ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu256-qspi-x8-dual_parallel   ,REV04       ,4GB      ,64MB       ,NA         ,"1 mm connectors",NA                                     ,TE0808_TB
2012  ,TE0808-04-09EG-1ED  ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e_tebf0808:part0:4.0  ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu256-qspi-x8-dual_parallel   ,REV04       ,4GB      ,64MB       ,NA         ,"1 mm connectors",NA                                     ,TE0808_SK
2013  ,TE0808-04-09EG-2IB  ,xczu9eg-ffvc900-2-i        ,trenz.biz:te0808_9eg_2i:part0:3.0           ,9eg_2i_4gb   ,qspi-x8-dual_parallel   ,mt25qu256-qspi-x8-dual_parallel   ,REV04       ,4GB      ,64MB       ,NA         ,NA               ,NA                                     ,TE0808_TB
2014  ,TE0808-04-09EG-2IB  ,xczu9eg-ffvc900-2-i        ,trenz.biz:te0808_9eg_2i_tebf0808:part0:4.0  ,9eg_2i_4gb   ,qspi-x8-dual_parallel   ,mt25qu256-qspi-x8-dual_parallel   ,REV04       ,4GB      ,64MB       ,NA         ,NA               ,NA                                     ,TE0808_SK
2015  ,TE0808-04-15EG-1EB  ,xczu15eg-ffvc900-1-e       ,trenz.biz:te0808_15eg_1e:part0:3.0          ,15eg_1e_4gb  ,qspi-x8-dual_parallel   ,mt25qu256-qspi-x8-dual_parallel   ,REV04       ,4GB      ,64MB       ,NA         ,NA               ,NA                                     ,TE0808_TB
2016  ,TE0808-04-15EG-1EB  ,xczu15eg-ffvc900-1-e       ,trenz.biz:te0808_15eg_1e_tebf0808:part0:4.0 ,15eg_1e_4gb  ,qspi-x8-dual_parallel   ,mt25qu256-qspi-x8-dual_parallel   ,REV04       ,4GB      ,64MB       ,NA         ,NA               ,NA                                     ,TE0808_SK
2017  ,TE0808-04-09EG-1EE  ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e:part0:3.0           ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_TB
2018  ,TE0808-04-09EG-1EE  ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e_tebf0808:part0:4.0  ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_SK
2019  ,TE0808-04-09EG-1EL  ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e:part0:3.0           ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_TB
2020  ,TE0808-04-09EG-1EL  ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e_tebf0808:part0:4.0  ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_SK
2021  ,TE0808-04-09EG-2IE  ,xczu9eg-ffvc900-2-i        ,trenz.biz:te0808_9eg_2i:part0:3.0           ,9eg_2i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_TB
2022  ,TE0808-04-09EG-2IE  ,xczu9eg-ffvc900-2-i        ,trenz.biz:te0808_9eg_2i_tebf0808:part0:4.0  ,9eg_2i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_SK
2023  ,TE0808-04-15EG-1EE  ,xczu15eg-ffvc900-1-e       ,trenz.biz:te0808_15eg_1e:part0:3.0          ,15eg_1e_4gb  ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_TB
2024  ,TE0808-04-15EG-1EE  ,xczu15eg-ffvc900-1-e       ,trenz.biz:te0808_15eg_1e_tebf0808:part0:4.0 ,15eg_1e_4gb  ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_SK
2025  ,TE0808-04-06EG-1EE  ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e:part0:3.0           ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_TB
2026  ,TE0808-04-06EG-1EE  ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e_tebf0808:part0:4.0  ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_SK
2027  ,TE0808-04-06EG-1E3  ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e:part0:3.0           ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_TB
2028  ,TE0808-04-06EG-1E3  ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e_tebf0808:part0:4.0  ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_SK
2029  ,TE0808-04-6GI21-L   ,xczu6eg-ffvc900-2-i        ,trenz.biz:te0808_6eg_2i:part0:3.0           ,6eg_2i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_TB
2030  ,TE0808-04-6GI21-L   ,xczu6eg-ffvc900-2-i        ,trenz.biz:te0808_6eg_2i_tebf0808:part0:4.0  ,6eg_2i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_SK
2031  ,TE0808-04-6BI21-A   ,xczu6eg-ffvc900-1-i        ,trenz.biz:te0808_6eg_1i:part0:3.0           ,6eg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_TB
2032  ,TE0808-04-6BI21-A   ,xczu6eg-ffvc900-1-i        ,trenz.biz:te0808_6eg_1i_tebf0808:part0:4.0  ,6eg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_SK
2033  ,TE0808-04-9GI21-A   ,xczu9eg-ffvc900-2-i        ,trenz.biz:te0808_9eg_2i:part0:3.0           ,9eg_2i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_TB
2034  ,TE0808-04-9GI21-A   ,xczu9eg-ffvc900-2-i        ,trenz.biz:te0808_9eg_2i_tebf0808:part0:4.0  ,9eg_2i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_SK
2035  ,TE0808-04-9BE21-A   ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e:part0:3.0           ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_TB
2036  ,TE0808-04-9BE21-A   ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e_tebf0808:part0:4.0  ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_SK
2037  ,TE0808-04-6BE21-L   ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e:part0:3.0           ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_TB
2038  ,TE0808-04-6BE21-L   ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e_tebf0808:part0:4.0  ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_SK
2039  ,TE0808-04-6BE21-A   ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e:part0:3.0           ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_TB
2040  ,TE0808-04-6BE21-A   ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e_tebf0808:part0:4.0  ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_SK
2041  ,TE0808-04-9BE21-L   ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e:part0:3.0           ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_TB
2042  ,TE0808-04-9BE21-L   ,xczu9eg-ffvc900-1-e        ,trenz.biz:te0808_9eg_1e_tebf0808:part0:4.0  ,9eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_SK
2043  ,TE0808-04-BBE21-A   ,xczu15eg-ffvc900-1-e       ,trenz.biz:te0808_15eg_1e:part0:3.0          ,15eg_1e_4gb  ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_TB 
2044  ,TE0808-04-BBE21-A   ,xczu15eg-ffvc900-1-e       ,trenz.biz:te0808_15eg_1e_tebf0808:part0:4.0 ,15eg_1e_4gb  ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_SK
2045  ,TE0808-04-6BI21-X   ,xczu6eg-ffvc900-1-i        ,trenz.biz:te0808_6eg_1i:part0:3.0           ,6eg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,"U41 replaced with schottky diodes"    ,TE0808_TB
2046  ,TE0808-04-6BI21-X   ,xczu6eg-ffvc900-1-i        ,trenz.biz:te0808_6eg_1i_tebf0808:part0:4.0  ,6eg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV04       ,4GB      ,128MB      ,NA         ,NA               ,"U41 replaced with schottky diodes"    ,TE0808_SK
2047  ,TE0808-05-6BE21-L   ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e:part0:3.0           ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV05       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_TB
2048  ,TE0808-05-6BE21-L   ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e_tebf0808:part0:4.0  ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV05       ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                     ,TE0808_SK
2049  ,TE0808-05-6BE21-A   ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e:part0:3.0           ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV05       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_TB
2050  ,TE0808-05-6BE21-A   ,xczu6eg-ffvc900-1-e        ,trenz.biz:te0808_6eg_1e_tebf0808:part0:4.0  ,6eg_1e_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV05       ,4GB      ,128MB      ,NA         ,NA               ,NA                                     ,TE0808_SK
2051  ,TE0808-05-6BI21-D   ,xczu6eg-ffvc900-1-i        ,trenz.biz:te0808_6eg_1i:part0:3.0           ,6eg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV05       ,4GB      ,128MB      ,NA         ,"1 mm connectors","SoC without encryption"               ,TE0808_TB
2052  ,TE0808-05-6BI21-D   ,xczu6eg-ffvc900-1-i        ,trenz.biz:te0808_6eg_1i_tebf0808:part0:4.0  ,6eg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV05       ,4GB      ,128MB      ,NA         ,"1 mm connectors","SoC without encryption"               ,TE0808_SK
2053  ,TE0808-05-6BI21-X   ,xczu6eg-ffvc900-1-i        ,trenz.biz:te0808_6eg_1i:part0:3.0           ,6eg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV05       ,4GB      ,128MB      ,NA         ,NA               ,"U41 replaced with schottky diodes"    ,TE0808_TB
2054  ,TE0808-05-6BI21-X   ,xczu6eg-ffvc900-1-i        ,trenz.biz:te0808_6eg_1i_tebf0808:part0:4.0  ,6eg_1i_4gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV05       ,4GB      ,128MB      ,NA         ,NA               ,"U41 replaced with schottky diodes"    ,TE0808_SK
2055  ,TE0808-05-6BI41-X   ,xczu6eg-ffvc900-1-i        ,trenz.biz:te0808_6eg_1i:part0:5.0           ,6eg_1i_8gb   ,qspi-x8-dual_parallel   ,mt25qu512-qspi-x8-dual_parallel   ,REV05       ,8GB      ,128MB      ,NA         ,NA               ,"U41 replaced with schottky diodes"    ,TE0808_TB
